,time,values,metric data
0,1650960022.563,0.0023981987111112717,__name__: pod:container_cpu_usage:sum
1,1650960052.563,0.0023797305925928347,cluster: emea/balrog
2,1650960082.563,0.0024505853333334085,namespace: open-cluster-management-agent
3,1650960112.563,0.002577057337036961,pod: klusterlet-work-agent-5c866c8d9b-6pzxb
4,1650960142.563,0.0024344913999997247,prometheus: openshift-monitoring/k8s
5,1650960172.563,0.002551769107407785,tenant_id: emea-balrog
6,1650960202.563,0.002521004303703531,
7,1650960232.563,0.002349673437037028,
8,1650960262.563,0.002449053977778072,
9,1650960292.563,0.0023916975370369717,
10,1650960322.563,0.00246413927037018,
11,1650960352.563,0.00237778667037042,
12,1650960382.563,0.0022060304444443722,
13,1650960412.563,0.002149792970370375,
14,1650960442.563,0.0022288705296293508,
15,1650960472.563,0.0023022271518521446,
16,1650960502.563,0.0023472276518519825,
17,1650960532.563,0.0023436552259256506,
18,1650960562.563,0.002322323748148426,
19,1650960592.563,0.0022126924518518,
20,1650960622.563,0.0022105143370372052,
21,1650960652.563,0.002295070762962765,
22,1650960682.563,0.0024725614925926124,
23,1650960712.563,0.002345147914814805,
24,1650960742.563,0.002162961525925766,
25,1650960772.563,0.0023406044333333506,
26,1650960802.563,0.0023003722851854037,
27,1650960832.563,0.0023035133925923728,
28,1650960862.563,0.002285598092592628,
29,1650960892.563,0.002383446377777748,
30,1650960922.563,0.002400498525926027,
31,1650960952.563,0.002168227374074326,
32,1650960982.563,0.002196725229629869,
33,1650961012.563,0.0023017561629629837,
34,1650961042.563,0.002302333659259114,
35,1650961072.563,0.002332089007407174,
36,1650961102.563,0.0023161489074073806,
37,1650961132.563,0.002315330603703893,
38,1650961162.563,0.0022540971925924104,
39,1650961192.563,0.0022289782555558473,
40,1650961222.563,0.002383878329629641,
41,1650961252.563,0.0023482455629627347,
42,1650961282.563,0.0023633830111112666,
43,1650961312.563,0.002275126048148111,
44,1650961342.563,0.0022158021296297225,
45,1650961372.563,0.0022222952518518467,
46,1650961402.563,0.002297766392592638,
47,1650961432.563,0.002390386111110948,
48,1650961462.563,0.0022575871999998124,
49,1650961492.563,0.0022708536148145332,
50,1650961522.563,0.002418276000000114,
51,1650961552.563,0.00236902435925896,
52,1650961582.563,0.0024055097740739695,
53,1650961612.563,0.002392730107407328,
54,1650961642.563,0.0024121968259258344,
55,1650961672.563,0.002346103255555405,
56,1650961702.563,0.002336145522222237,
57,1650961732.563,0.002394772170370524,
58,1650961762.563,0.0023734510444447317,
59,1650961792.563,0.002227470766666573,
60,1650961822.563,0.002306961888888913,
61,1650961852.563,0.002273233525926133,
62,1650961882.563,0.002352813237037363,
63,1650961912.563,0.0023438021074075215,
64,1650961942.563,0.0022265430074075655,
65,1650961972.563,0.002260984677777995,
66,1650962002.563,0.0022640729851850163,
67,1650962032.563,0.0021352851555556536,
68,1650962062.563,0.002167705807407519,
69,1650962092.563,0.0021368941370370625,
70,1650962122.563,0.002178549985185159,
71,1650962152.563,0.002141840859258924,
72,1650962182.563,0.002183994259259079,
73,1650962212.563,0.0022617754111108838,
74,1650962242.563,0.0021123396962964224,
75,1650962272.563,0.0022625243888889464,
76,1650962302.563,0.0022915533777774257,
77,1650962332.563,0.002251111359259152,
78,1650962362.563,0.0022734592370372616,
79,1650962392.563,0.0022306156000000657,
80,1650962422.563,0.0022075654851855015,
81,1650962452.563,0.002222984925925984,
82,1650962482.563,0.0022983532222223472,
83,1650962512.563,0.0023132140370370913,
84,1650962542.563,0.0022415202481481716,
85,1650962572.563,0.002285738292592938,
86,1650962602.563,0.002242755344444605,
87,1650962632.563,0.0022938154111110873,
88,1650962662.563,0.0022592444666665198,
89,1650962692.563,0.002335780185185117,
90,1650962722.563,0.002315365929629715,
91,1650962752.563,0.0022307286370370867,
92,1650962782.563,0.002216761692592526,
93,1650962812.563,0.0022314307222220326,
94,1650962842.563,0.0022789217222221277,
95,1650962872.563,0.0023794772074072377,
96,1650962902.563,0.0022447128111109664,
97,1650962932.563,0.002251978211111068,
98,1650962962.563,0.0022621880592590027,
99,1650962992.563,0.0022622740740740922,
100,1650963022.563,0.0023109527259260144,
101,1650963052.563,0.0023106712740741386,
102,1650963082.563,0.0023093683111112652,
103,1650963112.563,0.0022892314037036426,
104,1650963142.563,0.0022357961740740225,
105,1650963172.563,0.0022766745851851267,
106,1650963202.563,0.0023599531888887923,
107,1650963232.563,0.00228137662222244,
108,1650963262.563,0.0022656224444446067,
109,1650963292.563,0.0022190894666664464,
110,1650963322.563,0.0023034152370369322,
111,1650963352.563,0.0022941778925925334,
112,1650963382.563,0.0022469594814816043,
113,1650963412.563,0.0022569185407409925,
114,1650963442.563,0.002276304911111361,
115,1650963472.563,0.0021915920555557024,
116,1650963502.563,0.0022094002259256773,
117,1650963532.563,0.002136977070370415,
118,1650963562.563,0.0022684815222221376,
119,1650963592.563,0.0021879126777776038,
120,1650963622.563,0.002205336344444378,
121,1650963652.563,0.0022079579592589956,
122,1650963682.563,0.0022329944481481543,
123,1650963712.563,0.002293299407407361,
124,1650963742.563,0.0022984484777777182,
125,1650963772.563,0.0022971071037040424,
126,1650963802.563,0.002405146837036733,
127,1650963832.563,0.0022267097962964254,
128,1650963862.563,0.002294955399999994,
129,1650963892.563,0.002187772148148202,
130,1650963922.563,0.0023236803925926696,
131,1650963952.563,0.002337315048147822,
132,1650963982.563,0.0021827221666664326,
133,1650964012.563,0.0021716569111112625,
134,1650964042.563,0.002289262992592369,
135,1650964072.563,0.0022334663111114087,
136,1650964102.563,0.002318066696296194,
137,1650964132.563,0.002131184507407448,
138,1650964162.563,0.00231983546296314,
139,1650964192.563,0.0022000233629628214,
140,1650964222.563,0.0021560767481484315,
141,1650964252.563,0.0022150898185187813,
142,1650964282.563,0.002319191703703736,
143,1650964312.563,0.0022372264148147964,
144,1650964342.563,0.0022476494962962467,
145,1650964372.563,0.0022422988185187226,
146,1650964402.563,0.002391966988889012,
147,1650964432.563,0.0022352702074074303,
148,1650964462.563,0.0022151300962962995,
149,1650964492.563,0.002365899333333093,
150,1650964522.563,0.0023627188925923258,
151,1650964552.563,0.002263877062962702,
152,1650964582.563,0.00209496519629637,
153,1650964612.563,0.0021225331666667245,
154,1650964642.563,0.002247894451851675,
155,1650964672.563,0.002209835674073946,
156,1650964702.563,0.0022779141777774653,
157,1650964732.563,0.0022812563592592766,
158,1650964762.563,0.0021170226851853404,
159,1650964792.563,0.0021462041111110215,
160,1650964822.563,0.0021675763333333905,
161,1650964852.563,0.0023574475666666536,
162,1650964882.563,0.002286684303703623,
163,1650964912.563,0.002202819496296292,
164,1650964942.563,0.0022506011518518996,
165,1650964972.563,0.0022357969814817335,
166,1650965002.563,0.0022024301740741605,
167,1650965032.563,0.0022713457777778483,
168,1650965062.563,0.002299953392592771,
169,1650965092.563,0.0022951984888891276,
170,1650965122.563,0.0022980633222224006,
171,1650965152.563,0.0022034462740740074,
172,1650965182.563,0.0023011567888888583,
173,1650965212.563,0.0022944186481481665,
174,1650965242.563,0.0021974487407406844,
175,1650965272.563,0.002226896333333436,
176,1650965302.563,0.00220395684814826,
177,1650965332.563,0.0021335971999999655,
178,1650965362.563,0.0021585593296297,
179,1650965392.563,0.002187577296296308,
180,1650965422.563,0.0022368579148148997,
181,1650965452.563,0.0021703455740740302,
182,1650965482.563,0.0021794679444442243,
183,1650965512.563,0.0022526426666664287,
184,1650965542.563,0.0022619141000000636,
185,1650965572.563,0.0022345674259255516,
186,1650965602.563,0.00230400284814828,
187,1650965632.563,0.002226026396296119,
188,1650965662.563,0.0022317644518516826,
189,1650965692.563,0.002257471055555403,
190,1650965722.563,0.0022523910851852498,
191,1650965752.563,0.002198773174074244,
192,1650965782.563,0.0021912214851854345,
193,1650965812.563,0.002224412288888676,
194,1650965842.563,0.002266364418518505,
195,1650965872.563,0.002205597481481534,
196,1650965902.563,0.0022695172925927586,
197,1650965932.563,0.002171737411111331,
198,1650965962.563,0.002256665437037268,
199,1650965992.563,0.0021124190851853405,
200,1650966022.563,0.002189673270370602,
201,1650966052.563,0.0022804250333331734,
202,1650966082.563,0.0022708971111110596,
203,1650966112.563,0.0021388356518522653,
204,1650966142.563,0.00222889043703676,
205,1650966172.563,0.0022032614888888493,
206,1650966202.563,0.0023571195814813314,
207,1650966232.563,0.002288966048147948,
208,1650966262.563,0.0023647844074073674,
209,1650966292.563,0.0023380418111110485,
210,1650966322.563,0.0023635917962965157,
211,1650966352.563,0.002252415418518518,
212,1650966382.563,0.0023340927925923336,
213,1650966412.563,0.002285805877777926,
214,1650966442.563,0.002316448929629452,
215,1650966472.563,0.002250573011111067,
216,1650966502.563,0.0022788805333334495,
217,1650966532.563,0.0022757941999998364,
218,1650966562.563,0.0022805601629628386,
219,1650966592.563,0.002180878666666575,
220,1650966622.563,0.002181121688888905,
221,1650966652.563,0.0022077667851851434,
222,1650966682.563,0.002271001448148295,
223,1650966712.563,0.0022308509074074816,
224,1650966742.563,0.0022385602111112514,
225,1650966772.563,0.002175085262962916,
226,1650966802.563,0.0022724793407409953,
227,1650966832.563,0.00225830421481482,
228,1650966862.563,0.0021642671518516516,
229,1650966892.563,0.0022508722703706656,
230,1650966922.563,0.0023030216000001426,
231,1650966952.563,0.002335067362962996,
232,1650966982.563,0.0023391676259258793,
233,1650967012.563,0.0022093850925923816,
234,1650967042.563,0.002344073666666578,
235,1650967072.563,0.002183635192592546,
236,1650967102.563,0.0021566361148146556,
237,1650967132.563,0.002256264951851908,
238,1650967162.563,0.002300581907407259,
239,1650967192.563,0.0022094187111111685,
240,1650967222.563,0.002103037329629421,
241,1650967252.563,0.0020929147592592353,
242,1650967282.563,0.0021835816370370325,
243,1650967312.563,0.002202187703703742,
244,1650967342.563,0.0021928629629630655,
245,1650967372.563,0.0021868293555556834,
246,1650967402.563,0.0022305398814814405,
247,1650967432.563,0.0021696214518518294,
248,1650967462.563,0.002180055714814831,
249,1650967492.563,0.0021375907444444744,
250,1650967522.563,0.002235997148148238,
251,1650967552.563,0.002184011296296157,
252,1650967582.563,0.002104096103703847,
253,1650967612.563,0.0022611814925923043,
254,1650967642.563,0.002243497548148231,
255,1650967672.563,0.00219705616296332,
256,1650967702.563,0.002304498318518553,
257,1650967732.563,0.0021503817851849074,
258,1650967762.563,0.002275838403703869,
259,1650967792.563,0.00223245416666655,
260,1650967822.563,0.0022273638555559585,
261,1650967852.563,0.002264742977777806,
262,1650967882.563,0.002179839418518744,
263,1650967912.563,0.002280154288888736,
264,1650967942.563,0.0022091385222219526,
265,1650967972.563,0.0022120503555554563,
266,1650968002.563,0.002407324996296565,
267,1650968032.563,0.0023245721518517512,
268,1650968062.563,0.002287268625925915,
269,1650968092.563,0.0022935871259257374,
270,1650968122.563,0.0022211223185182563,
271,1650968152.563,0.002277559603703594,
272,1650968182.563,0.002201967837037147,
273,1650968212.563,0.002256787062962876,
274,1650968242.563,0.002240250966666803,
275,1650968272.563,0.002232571766666701,
276,1650968302.563,0.0021960161185183504,
277,1650968332.563,0.0021965281148149424,
278,1650968362.563,0.002133140144444581,
279,1650968392.563,0.002229642244444424,
280,1650968422.563,0.0022184809555554877,
281,1650968452.563,0.002206039929629461,
282,1650968482.563,0.0023077364296299223,
283,1650968512.563,0.0022356224185180644,
284,1650968542.563,0.002200599766666124,
285,1650968572.563,0.0022479977777775445,
286,1650968602.563,0.0022847530518519035,
287,1650968632.563,0.0023480940185187913,
288,1650968662.563,0.002284903696296523,
289,1650968692.563,0.002251113781481443,
290,1650968722.563,0.0022983686962965697,
291,1650968752.563,0.0023075862111109355,
292,1650968782.563,0.0022256721037037,
293,1650968812.563,0.00230218945925942,
294,1650968842.563,0.002288611737037206,
295,1650968872.563,0.0022366975962961953,
296,1650968902.563,0.0023115453222216174,
297,1650968932.563,0.002316204366666676,
298,1650968962.563,0.0022683907888887446,
299,1650968992.563,0.002310907000000279,
300,1650969022.563,0.0021632447333331585,
301,1650969052.563,0.0022270702777783904,
302,1650969082.563,0.0022108274074079657,
303,1650969112.563,0.0022033286037042303,
304,1650969142.563,0.0023094882925929765,
305,1650969172.563,0.002148411618518535,
306,1650969202.563,0.0022010455851849894,
307,1650969232.563,0.0023464949740745968,
308,1650969262.563,0.0022175121444442322,
309,1650969292.563,0.00231084940370423,
310,1650969322.563,0.00235122404074075,
311,1650969352.563,0.002294646822221896,
312,1650969382.563,0.002233397070370268,
313,1650969412.563,0.0021523066962959936,
314,1650969442.563,0.0022941577962961274,
315,1650969472.563,0.0022943113259257355,
316,1650969502.563,0.002231606681481127,
317,1650969532.563,0.002231809700000061,
318,1650969562.563,0.002267626966666588,
319,1650969592.563,0.002240179225925574,
320,1650969622.563,0.0022333250370374356,
321,1650969652.563,0.002294287429629515,
322,1650969682.563,0.002357119366666262,
323,1650969712.563,0.002292321218518973,
324,1650969742.563,0.0022362729814816434,
325,1650969772.563,0.002198179737037107,
326,1650969802.563,0.0023575890777776834,
327,1650969832.563,0.002203900633333399,
328,1650969862.563,0.0022098178185185843,
329,1650969892.563,0.002259245940740584,
330,1650969922.563,0.0022624067666668084,
331,1650969952.563,0.0022581618888891713,
332,1650969982.563,0.0022066883777774314,
333,1650970012.563,0.002199447533333417,
334,1650970042.563,0.0023029247000000332,
335,1650970072.563,0.00221905762222192,
336,1650970102.563,0.0023148763777776876,
337,1650970132.563,0.0022572479148148315,
338,1650970162.563,0.0022608612333333104,
339,1650970192.563,0.0023414530185180884,
340,1650970222.563,0.0022119666555555444,
341,1650970252.563,0.0022676372888891247,
342,1650970282.563,0.0023823721481482643,
343,1650970312.563,0.0023210103518522375,
344,1650970342.563,0.0022243322592590564,
345,1650970372.563,0.0021923924777773342,
346,1650970402.563,0.0023131668333336267,
347,1650970432.563,0.002272248759258791,
348,1650970462.563,0.0022139775259263305,
349,1650970492.563,0.0022842411888893397,
350,1650970522.563,0.002331456681481878,
351,1650970552.563,0.0022350476037032692,
352,1650970582.563,0.0021951561111109184,
353,1650970612.563,0.002303081529630112,
354,1650970642.563,0.0024073698740747006,
355,1650970672.563,0.0023416747814811365,
356,1650970702.563,0.00235182682222246,
357,1650970732.563,0.0023286273962959832,
358,1650970762.563,0.0023426809222217813,
359,1650970792.563,0.002314093203703696,
360,1650970822.563,0.0023192034481486126,
361,1650970852.563,0.002325649381481088,
362,1650970882.563,0.0023653696925925436,
363,1650970912.563,0.002204610662962565,
364,1650970942.563,0.002284048496296607,
365,1650970972.563,0.002274190800000253,
366,1650971002.563,0.002335904370370709,
367,1650971032.563,0.0023822815666663805,
368,1650971062.563,0.0023716059333326956,
369,1650971092.563,0.002212570437036784,
370,1650971122.563,0.0023989698222227096,
371,1650971152.563,0.002301834281481071,
372,1650971182.563,0.0023310626148149486,
373,1650971212.563,0.0022467120888888057,
374,1650971242.563,0.0022496339629629737,
375,1650971272.563,0.0022120041444437717,
376,1650971302.563,0.002142916059259463,
377,1650971332.563,0.002092135518518666,
378,1650971362.563,0.0022999311481481967,
379,1650971392.563,0.002098547851851941,
380,1650971422.563,0.002134861359259385,
381,1650971452.563,0.002269528837037224,
382,1650971482.563,0.002246009329629757,
383,1650971512.563,0.0022157701333332656,
384,1650971542.563,0.002227531755555969,
385,1650971572.563,0.0023030186740740006,
386,1650971602.563,0.0023918398740744562,
387,1650971632.563,0.0021794575666667193,
388,1650971662.563,0.0022547640962961345,
389,1650971692.563,0.002219790400000353,
390,1650971722.563,0.002280349096295814,
391,1650971752.563,0.0022441980370364978,
392,1650971782.563,0.0022519247962960705,
393,1650971812.563,0.002214910362962891,
394,1650971842.563,0.0021902780333338916,
395,1650971872.563,0.002154009951851987,
396,1650971902.563,0.0022307699185182208,
397,1650971932.563,0.002228663966666823,
398,1650971962.563,0.00221599942222181,
399,1650971992.563,0.0021388694777779503,
400,1650972022.563,0.0022154126037043577,
401,1650972052.563,0.0022188540962967333,
402,1650972082.563,0.0022767790925921944,
403,1650972112.563,0.0022900551037032023,
404,1650972142.563,0.0022886966259252238,
405,1650972172.563,0.0022693733333333647,
406,1650972202.563,0.002254112170370111,
407,1650972232.563,0.002256001437037277,
408,1650972262.563,0.002205481988889241,
409,1650972292.563,0.002180984262962806,
410,1650972322.563,0.002230442414814341,
411,1650972352.563,0.00225879096296332,
412,1650972382.563,0.0021654174851855044,
413,1650972412.563,0.002123716455556253,
414,1650972442.563,0.0022596719259261725,
415,1650972472.563,0.0022879315333334998,
416,1650972502.563,0.0022276979296293577,
417,1650972532.563,0.002281102755555535,
418,1650972562.563,0.002294739622222416,
419,1650972592.563,0.0023250225148145815,
420,1650972622.563,0.0021846615370367107,
421,1650972652.563,0.002297906733333043,
422,1650972682.563,0.0023778264999994767,
423,1650972712.563,0.0023432736666664927,
424,1650972742.563,0.002142534844444055,
425,1650972772.563,0.002296457877778098,
426,1650972802.563,0.002289774337036424,
427,1650972832.563,0.002307836829629229,
428,1650972862.563,0.0022401252222228624,
429,1650972892.563,0.0023024802000000586,
430,1650972922.563,0.002269272892592906,
431,1650972952.563,0.0022210199555552715,
432,1650972982.563,0.0022916388370369397,
433,1650973012.563,0.002420831862963058,
434,1650973042.563,0.0023962471962965574,
435,1650973072.563,0.0022588668666668563,
436,1650973102.563,0.002263245114814978,
437,1650973132.563,0.0022241676851847475,
438,1650973162.563,0.002382519670370837,
439,1650973192.563,0.0023273972185186855,
440,1650973222.563,0.002340508622222404,
441,1650973252.563,0.002204229348148214,
