,time,values,metric data
0,2022-04-22 12:52:39.450000128+00:00,63007.86190899989,__name__: NooBaa_Endpoint_process_cpu_seconds_total
1,2022-04-22 12:52:59.360000+00:00,63021.31220599989,cluster: moc/smaug
2,2022-04-22 12:53:29.360000+00:00,63035.334433999895,endpoint: metrics
3,2022-04-22 12:53:59.360000+00:00,63047.8564319999,instance: 10.129.0.40:7004
4,2022-04-22 12:54:29.360000+00:00,63062.5150029999,job: s3
5,2022-04-22 12:54:59.360000+00:00,63073.151017999895,namespace: openshift-storage
6,2022-04-22 12:55:29.360000+00:00,63085.9784079999,pod: noobaa-endpoint-84799dddf5-j6f6m
7,2022-04-22 12:55:59.360000+00:00,63102.7563269999,prometheus: openshift-monitoring/k8s
8,2022-04-22 12:56:29.360000+00:00,63118.57135799991,service: s3
9,2022-04-22 12:56:59.360000+00:00,63127.00844299991,tenant_id: moc-smaug
10,2022-04-22 12:57:29.360000+00:00,63142.60881599991,
11,2022-04-22 12:57:59.360000+00:00,63156.27205099991,
12,2022-04-22 12:58:29.360000+00:00,63171.014881999916,
13,2022-04-22 12:58:59.360000+00:00,63184.12963699992,
14,2022-04-22 12:59:29.360000+00:00,63207.15929999992,
15,2022-04-22 12:59:59.360000+00:00,63219.493525999926,
16,2022-04-22 13:00:29.360000+00:00,63242.93383399993,
17,2022-04-22 13:00:59.360000+00:00,63268.66507699993,
18,2022-04-22 13:01:29.360000+00:00,63297.82046999993,
19,2022-04-22 13:01:59.360000+00:00,63326.82850699993,
20,2022-04-22 13:02:29.360000+00:00,63354.738369999934,
21,2022-04-22 13:02:59.360000+00:00,63372.83915699993,
22,2022-04-22 13:03:29.362999808+00:00,63385.26208899993,
23,2022-04-22 13:03:59.360000+00:00,63396.176511999925,
24,2022-04-22 13:04:29.360000+00:00,63411.73265699993,
25,2022-04-22 13:04:59.360000+00:00,63427.357690999925,
26,2022-04-22 13:05:29.360000+00:00,63431.65232299993,
27,2022-04-22 13:05:59.360000+00:00,63441.78686299993,
28,2022-04-22 13:06:29.360000+00:00,63447.685516999925,
29,2022-04-22 13:06:59.360000+00:00,63454.64660699993,
30,2022-04-22 13:07:29.360000+00:00,63461.48391099993,
31,2022-04-22 13:07:59.360000+00:00,63468.923144999935,
32,2022-04-22 13:08:29.360000+00:00,63477.43595799994,
33,2022-04-22 13:08:59.360000+00:00,63484.98718599994,
34,2022-04-22 13:09:29.360000+00:00,63496.603046999946,
35,2022-04-22 13:09:59.360000+00:00,63512.706636999945,
36,2022-04-22 13:10:29.360000+00:00,63533.20617999994,
37,2022-04-22 13:10:59.360000+00:00,63544.27613099994,
38,2022-04-22 13:11:29.360000+00:00,63561.470276999935,
39,2022-04-22 13:11:59.360000+00:00,63578.82174999994,
40,2022-04-22 13:12:29.360000+00:00,63595.26190399993,
41,2022-04-22 13:12:59.360000+00:00,63603.57901199994,
42,2022-04-22 13:13:29.360000+00:00,63616.536627999936,
43,2022-04-22 13:13:59.361999872+00:00,63630.64332199994,
44,2022-04-22 13:14:29.360000+00:00,63646.28158799994,
45,2022-04-22 13:14:59.360000+00:00,63658.13903599994,
46,2022-04-22 13:15:29.360000+00:00,63673.75264299994,
47,2022-04-22 13:15:59.360000+00:00,63685.44768899994,
48,2022-04-22 13:16:29.360000+00:00,63699.882656999944,
49,2022-04-22 13:16:59.360000+00:00,63714.322569999946,
50,2022-04-22 13:17:29.360000+00:00,63725.22870999995,
51,2022-04-22 13:17:59.360000+00:00,63737.73061399995,
52,2022-04-22 13:18:29.360000+00:00,63751.08727599995,
53,2022-04-22 13:18:59.360000+00:00,63763.915933999946,
54,2022-04-22 13:19:29.360000+00:00,63777.43657999995,
55,2022-04-22 13:19:59.360000+00:00,63797.56211599995,
56,2022-04-22 13:20:29.360000+00:00,63810.81357399995,
57,2022-04-22 13:20:59.360000+00:00,63821.82979999995,
58,2022-04-22 13:21:29.360000+00:00,63836.917048999945,
59,2022-04-22 13:21:59.360000+00:00,63848.074161999946,
60,2022-04-22 13:22:29.361999872+00:00,63862.45727499995,
61,2022-04-22 13:22:59.360000+00:00,63874.80466799995,
62,2022-04-22 13:23:29.360000+00:00,63890.18391999995,
63,2022-04-22 13:23:59.360000+00:00,63905.02726099995,
64,2022-04-22 13:24:29.360000+00:00,63919.32925099995,
65,2022-04-22 13:24:59.360000+00:00,63932.58503199995,
66,2022-04-22 13:25:29.361999872+00:00,63942.07630199995,
67,2022-04-22 13:25:59.360000+00:00,63954.44572299995,
68,2022-04-22 13:26:29.360000+00:00,63965.71217799996,
69,2022-04-22 13:26:59.360000+00:00,63987.23112999996,
70,2022-04-22 13:27:29.360000+00:00,63999.36451699996,
71,2022-04-22 13:27:59.360000+00:00,64010.69246599996,
72,2022-04-22 13:28:29.360000+00:00,64025.42772299995,
73,2022-04-22 13:28:59.360000+00:00,64036.64844799995,
74,2022-04-22 13:29:29.360000+00:00,64050.46286099995,
75,2022-04-22 13:29:59.360000+00:00,64061.97151199995,
76,2022-04-22 13:30:29.360000+00:00,64076.96614399995,
77,2022-04-22 13:30:59.360000+00:00,64092.17452299994,
78,2022-04-22 13:31:29.360000+00:00,64104.90090799994,
79,2022-04-22 13:31:59.360000+00:00,64119.24389399994,
80,2022-04-22 13:32:29.361999872+00:00,64131.379911999946,
81,2022-04-22 13:32:59.360000+00:00,64144.14879099995,
82,2022-04-22 13:33:29.360000+00:00,64165.43901799995,
83,2022-04-22 13:33:59.360000+00:00,64180.91862299995,
84,2022-04-22 13:34:29.360000+00:00,64195.422273999946,
85,2022-04-22 13:34:59.360000+00:00,64208.13271899994,
86,2022-04-22 13:35:29.360000+00:00,64221.32371599995,
87,2022-04-22 13:35:59.360000+00:00,64236.04532399995,
88,2022-04-22 13:36:29.360000+00:00,64249.638684999954,
89,2022-04-22 13:36:59.360000+00:00,64262.38945499996,
90,2022-04-22 13:37:29.360000+00:00,64277.88341599996,
91,2022-04-22 13:37:59.360000+00:00,64289.69948799996,
92,2022-04-22 13:38:29.360000+00:00,64310.35818399996,
93,2022-04-22 13:38:59.360000+00:00,64324.50739999996,
94,2022-04-22 13:39:29.360000+00:00,64337.87961899996,
95,2022-04-22 13:39:59.360000+00:00,64360.266381999965,
96,2022-04-22 13:40:29.360000+00:00,64375.704523999964,
97,2022-04-22 13:40:59.360000+00:00,64388.38257999996,
98,2022-04-22 13:41:29.360000+00:00,64405.48720599996,
99,2022-04-22 13:41:59.360000+00:00,64415.38560899996,
100,2022-04-22 13:42:29.360000+00:00,64425.44313099996,
101,2022-04-22 13:42:59.360000+00:00,64449.955899999964,
102,2022-04-22 13:43:29.360000+00:00,64464.603146999965,
103,2022-04-22 13:43:59.360000+00:00,64478.55784499997,
104,2022-04-22 13:44:29.364000+00:00,64494.92146399996,
105,2022-04-22 13:44:59.360000+00:00,64516.19168799997,
106,2022-04-22 13:45:29.360000+00:00,64534.54938499997,
107,2022-04-22 13:45:59.360000+00:00,64546.814545999965,
108,2022-04-22 13:46:29.360000+00:00,64555.42515299996,
109,2022-04-22 13:46:59.360000+00:00,64564.907524999966,
110,2022-04-22 13:47:29.360000+00:00,64589.82837399996,
111,2022-04-22 13:47:59.360000+00:00,64609.37667899996,
112,2022-04-22 13:48:29.360000+00:00,64621.04486699995,
113,2022-04-22 13:48:59.360000+00:00,64636.383574999956,
114,2022-04-22 13:49:29.360000+00:00,64647.813053999955,
115,2022-04-22 13:49:59.360000+00:00,64660.866445999956,
116,2022-04-22 13:50:29.360000+00:00,64679.55110399996,
117,2022-04-22 13:50:59.360000+00:00,64696.09907599996,
118,2022-04-22 13:51:29.360000+00:00,64714.26896999997,
119,2022-04-22 13:51:59.360000+00:00,64728.70138299996,
120,2022-04-22 13:52:29.360000+00:00,64748.25433999996,
121,2022-04-22 13:52:59.360000+00:00,64752.263543999965,
122,2022-04-22 13:53:29.360000+00:00,64766.41116699997,
123,2022-04-22 13:53:59.360000+00:00,64787.15089299997,
124,2022-04-22 13:54:29.360000+00:00,64812.01811199997,
125,2022-04-22 13:54:59.360000+00:00,64833.88877799997,
126,2022-04-22 13:55:29.360000+00:00,64850.618710999974,
127,2022-04-22 13:55:59.360000+00:00,64870.294457999975,
128,2022-04-22 13:56:29.360000+00:00,64886.61650999998,
129,2022-04-22 13:56:59.360000+00:00,64902.40640699998,
130,2022-04-22 13:57:29.360000+00:00,64922.170946999984,
131,2022-04-22 13:57:59.360000+00:00,64935.738395999986,
132,2022-04-22 13:58:29.360000+00:00,64959.63900599998,
133,2022-04-22 13:58:59.360000+00:00,64980.14132199998,
134,2022-04-22 13:59:29.360000+00:00,64999.45010699998,
135,2022-04-22 13:59:59.360000+00:00,65020.19203599998,
136,2022-04-22 14:00:29.360000+00:00,65036.350427999976,
137,2022-04-22 14:00:59.361999872+00:00,65042.712268999974,
138,2022-04-22 14:01:29.360000+00:00,65050.66685299997,
139,2022-04-22 14:01:59.360000+00:00,65062.71417899997,
140,2022-04-22 14:02:29.360000+00:00,65088.30094099998,
141,2022-04-22 14:02:59.360000+00:00,65109.10519499998,
142,2022-04-22 14:03:29.360000+00:00,65132.69985699998,
143,2022-04-22 14:03:59.360000+00:00,65146.97728099998,
144,2022-04-22 14:04:29.360000+00:00,65166.62654699998,
145,2022-04-22 14:04:59.360000+00:00,65191.97286899998,
146,2022-04-22 14:05:29.360000+00:00,65211.52749799998,
147,2022-04-22 14:05:59.360000+00:00,65227.65730899998,
148,2022-04-22 14:06:29.360000+00:00,65237.85381799998,
149,2022-04-22 14:06:59.360000+00:00,65246.177997999985,
150,2022-04-22 14:07:29.360000+00:00,65254.31373899998,
151,2022-04-22 14:07:59.360000+00:00,65277.53143699998,
152,2022-04-22 14:08:29.360000+00:00,65292.326751999986,
153,2022-04-22 14:08:59.360000+00:00,65313.39055399998,
154,2022-04-22 14:09:29.360000+00:00,65333.90915699999,
155,2022-04-22 14:09:59.360000+00:00,65349.309100999984,
156,2022-04-22 14:10:29.360000+00:00,65364.87811999999,
157,2022-04-22 14:10:59.360000+00:00,65366.09012699999,
158,2022-04-22 14:11:29.360000+00:00,65368.91074599999,
159,2022-04-22 14:11:59.360000+00:00,65375.76673499999,
160,2022-04-22 14:12:29.360000+00:00,65385.246784999996,
161,2022-04-22 14:12:59.360000+00:00,65403.365812,
162,2022-04-22 14:13:29.360000+00:00,65429.25820199999,
163,2022-04-22 14:13:59.360000+00:00,65456.20548299999,
164,2022-04-22 14:14:29.360000+00:00,65476.506164999984,
165,2022-04-22 14:14:59.360000+00:00,65494.09286199998,
166,2022-04-22 14:15:29.360000+00:00,65506.52590399999,
167,2022-04-22 14:15:59.360000+00:00,65517.683175999984,
168,2022-04-22 14:16:29.360000+00:00,65521.218276999985,
169,2022-04-22 14:16:59.360000+00:00,65528.60893899998,
170,2022-04-22 14:17:29.360000+00:00,65537.43304399999,
171,2022-04-22 14:17:59.360000+00:00,65546.467018,
172,2022-04-22 14:18:29.360000+00:00,65557.31061999999,
173,2022-04-22 14:18:59.360000+00:00,65566.51545699999,
174,2022-04-22 14:19:29.360000+00:00,65581.23597399998,
175,2022-04-22 14:19:59.360000+00:00,65588.59557799998,
176,2022-04-22 14:20:29.360000+00:00,65598.74507199998,
177,2022-04-22 14:20:59.360000+00:00,65607.68410599999,
178,2022-04-22 14:21:29.360000+00:00,65617.67159899998,
179,2022-04-22 14:21:59.360000+00:00,65625.80361999998,
180,2022-04-22 14:22:29.360000+00:00,65635.51945299997,
181,2022-04-22 14:22:59.360000+00:00,65644.18018599997,
