,time,values,metric data
0,1650790904.351,5.821601,__name__: NooBaa_Endpoint_process_cpu_seconds_total
1,1650790934.351,17.620201,cluster: moc/smaug
2,1650790964.351,38.681362,endpoint: metrics
3,1650790994.351,42.476588,instance: 10.129.8.193:7004
4,1650791024.351,55.494342,job: s3
5,1650791054.351,63.87427,namespace: openshift-storage
6,1650791084.351,72.625848,pod: noobaa-endpoint-84799dddf5-84b2v
7,1650791114.351,73.803987,prometheus: openshift-monitoring/k8s
8,1650791144.351,77.14500300000002,service: s3
9,1650791174.351,79.54523500000002,tenant_id: moc-smaug
10,1650791204.351,83.92734200000001,
11,1650791234.351,86.35708900000002,
